openalex_id,title,doi,source_name,publication_year
https://openalex.org/W4410462954,"Is Archaeology a science? Insights and imperatives from 10,000 articles and a year of reproducibility reviews",https://doi.org/10.31235/osf.io/fdhvb_v2,NA,2025
https://openalex.org/W4394049151,A comment on Dincecco et al. (2022): Pre-colonial warfare and long-run development in India,https://doi.org/10.5281/zenodo.7950932,NA,2023
https://openalex.org/W4410875030,"Is Archaeology a science? Insights and imperatives from 10,000 articles and a year of reproducibility reviews",https://doi.org/10.31235/osf.io/fdhvb_v3,NA,2025
https://openalex.org/W7127648247,"Research Data and Code for ""Feasibility Mapping in Latent Space Reveals Transferability Limits Across Electrochemical Energy Storage Materials""",https://doi.org/10.5281/zenodo.18486311,Zenodo (CERN European Organization for Nuclear Research),2026
https://openalex.org/W7117744818,"Informational Entropic Gravity (IEG) Simulation Dataset Supporting Figures 2, 3 and 4",https://doi.org/10.5281/zenodo.18097170,Zenodo (CERN European Organization for Nuclear Research),2025
https://openalex.org/W4393790475,A comment on Dincecco et al. (2022): Pre-colonial warfare and long-run development in India,https://doi.org/10.5281/zenodo.7950931,Zenodo (CERN European Organization for Nuclear Research),2023
https://openalex.org/W7104609463,"Module ""Reproducibility and Code Management"", ETH Domain Data Management Campus",https://doi.org/10.5281/zenodo.17541529,Zenodo (CERN European Organization for Nuclear Research),2025
https://openalex.org/W7124446711,Single Bouts and 8-Weeks of Resistance Training Drives Different a Lactate-Butyrate-Dopamine Axis Linking Gut Microbiota to Reward and Neuroplasticity,https://doi.org/10.5281/zenodo.18267974,Zenodo (CERN European Organization for Nuclear Research),2026
https://openalex.org/W4244059307,Spatiotemporal development of coexisting wave domains of Rho activity in the cell cortex,https://doi.org/10.21203/rs.3.rs-300938/v1,Research Square (Research Square),2021
https://openalex.org/W7106301705,"Script and Data: The impact of self-confidence, perceived accuracy, and trust on the use of decision support advice",https://doi.org/10.17632/4ycdkbvcxp,Mendeley Data,2025
https://openalex.org/W4233686191,Suitable reporting for the reproducible research: an added value in the analysis of proteomics data,https://doi.org/10.7287/peerj.preprints.2823,NA,2017
https://openalex.org/W2921329221,"CGAT-core: a python framework for building scalable, reproducible computational biology workflows",https://doi.org/10.12688/f1000research.18674.1,F1000Research,2019
https://openalex.org/W4415584949,Overcoming barriers to reproducibility in geoscientific data analysis: Challenges and practical implementation strategies,https://doi.org/10.5194/egusphere-2025-5210,NA,2025
https://openalex.org/W4409673339,Open Science in Psychophysiology: An Overview of Challenges and Emerging Solutions,https://doi.org/10.31234/osf.io/ryspq_v1,NA,2020
https://openalex.org/W7106565825,GSPT-Based Critical Dynamics of 3I/ATLAS: Complete Dataset and Reproduction Package,https://doi.org/10.5281/zenodo.17695884,Zenodo (CERN European Organization for Nuclear Research),2025
https://openalex.org/W4309393481,Simulating Charged Defects in Silicon Dangling Bond Logic Systems to Evaluate Logic Robustness,https://doi.org/10.48550/arxiv.2211.08698,arXiv (Cornell University),2022
https://openalex.org/W7125584615,Reproducibility Package – Stochastic Life-Cycle Assessment of Global Hydrogen Infrastructure,https://doi.org/10.5281/zenodo.18358220,Zenodo (CERN European Organization for Nuclear Research),2026
